#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000166595.2	PRJNA59749	SAMN02436016	AELD00000000.1	na	913088	562	Escherichia coli TW11681	strain=TW11681		latest	Contig	Major	Full	2010/11/15	ASM16659v2	Institute for Genome Sciences	GCF_000166595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/595/GCA_000166595.2_ASM16659v2	
GCA_000166615.2	PRJNA59751	SAMN02435972	AELE00000000.1	na	913087	562	Escherichia coli TW14425	strain=TW14425		latest	Contig	Major	Full	2010/11/15	ASM16661v2	Institute for Genome Sciences	GCF_000166615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/615/GCA_000166615.2_ASM16661v2	
GCA_000167815.1	PRJNA15572	SAMN02435852	AAJT00000000.2	na	340184	562	Escherichia coli B7A	strain=B7A		latest	Contig	Major	Full	2008/06/20	ASM16781v1	TIGR	GCF_000167815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/815/GCA_000167815.1_ASM16781v1	
GCA_000167835.1	PRJNA15576	SAMN02435853	AAJU00000000.2	na	340197	562	Escherichia coli F11	strain=F11		latest	Contig	Major	Full	2008/06/20	ASM16783v1	TIGR	GCF_000167835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/835/GCA_000167835.1_ASM16783v1	
GCA_000167855.1	PRJNA15577	SAMN02435878	AAJV00000000.2	na	340185	562	Escherichia coli E22	strain=E22		latest	Contig	Major	Full	2008/06/25	ASM16785v1	TIGR	GCF_000167855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/855/GCA_000167855.1_ASM16785v1	
GCA_000167875.1	PRJNA15578	SAMN02435896	AAJW00000000.2	na	340186	562	Escherichia coli E110019	strain=E110019		latest	Contig	Major	Full	2008/06/25	ASM16787v1	TIGR	GCF_000167875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/875/GCA_000167875.1_ASM16787v1	
GCA_000167895.2	PRJNA15630	SAMN02435887	AAJX00000000.2	na	344601	562	Escherichia coli B171	strain=B171		latest	Contig	Major	Full	2008/07/24	ASM16789v2	TIGR	GCF_000167895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/895/GCA_000167895.2_ASM16789v2	
GCA_000167915.2	PRJNA15639	SAMN02435879	AAKB00000000.2	na	344610	562	Escherichia coli 53638	strain=53638		latest	Contig	Major	Full	2008/05/16	ASM16791v2	TIGR	GCF_000167915.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/167/915/GCA_000167915.2_ASM16791v2	
GCA_000168095.1	PRJNA16193	SAMN02435838	AAMK00000000.2	na	358709	562	Escherichia coli 101-1	strain=101-1		latest	Contig	Major	Full	2008/07/24	ASM16809v1	TIGR	GCF_000168095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/095/GCA_000168095.1_ASM16809v1	
GCA_000171915.1	PRJNA27741	SAMN02436280	ABHO00000000.1	na	444451	562	Escherichia coli O157:H7 str. EC4196	strain=EC4196		latest	Contig	Major	Full	2007/11/08	ASM17191v1	J. Craig Venter Institute	GCF_000171915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/915/GCA_000171915.1_ASM17191v1	
GCA_000171935.1	PRJNA27743	SAMN02436229	ABHP00000000.1	na	444452	562	Escherichia coli O157:H7 str. EC4113	strain=EC4113		latest	Contig	Major	Full	2007/11/08	ASM17193v1	J. Craig Venter Institute	GCF_000171935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/935/GCA_000171935.1_ASM17193v1	
GCA_000171955.1	PRJNA27745	SAMN02436230	ABHQ00000000.1	na	444453	562	Escherichia coli O157:H7 str. EC4076	strain=EC4076		latest	Contig	Major	Full	2007/11/08	ASM17195v1	J. Craig Venter Institute	GCF_000171955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/955/GCA_000171955.1_ASM17195v1	
GCA_000171975.1	PRJNA27749	SAMN02436281	ABHR00000000.1	na	478004	562	Escherichia coli O157:H7 str. EC4401	strain=EC4401		latest	Contig	Major	Full	2007/11/08	ASM17197v1	J. Craig Venter Institute	GCF_000171975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/975/GCA_000171975.1_ASM17197v1	
GCA_000171995.1	PRJNA27751	SAMN02436174	ABHS00000000.1	na	478005	562	Escherichia coli O157:H7 str. EC4486	strain=EC4486		latest	Contig	Major	Full	2007/11/08	ASM17199v1	J. Craig Venter Institute	GCF_000171995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/995/GCA_000171995.1_ASM17199v1	
GCA_000172015.1	PRJNA27753	SAMN02436282	ABHT00000000.1	na	478006	562	Escherichia coli O157:H7 str. EC4501	strain=EC4501		latest	Contig	Major	Full	2007/11/08	ASM17201v1	J. Craig Venter Institute	GCF_000172015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/015/GCA_000172015.1_ASM17201v1	
GCA_000172035.1	PRJNA27757	SAMN02436283	ABHU00000000.1	na	478008	562	Escherichia coli O157:H7 str. EC869	strain=EC869		latest	Contig	Major	Full	2007/11/08	ASM17203v1	J. Craig Venter Institute	GCF_000172035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/035/GCA_000172035.1_ASM17203v1	
GCA_000172055.1	PRJNA27755	SAMN02436284	ABHW00000000.1	na	478007	562	Escherichia coli O157:H7 str. EC508	strain=EC508		latest	Contig	Major	Full	2007/11/15	ASM17205v1	J. Craig Venter Institute	GCF_000172055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/055/GCA_000172055.1_ASM17205v1	
GCA_000175735.1	PRJNA32275	SAMN02470826	ACXN00000000.1	na	570506	562	Escherichia coli O157:H7 str. FRIK966			latest	Contig	Major	Full	2009/08/20	ASM17573v1	MBRI	GCF_000175735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/735/GCA_000175735.1_ASM17573v1	
GCA_000175755.1	PRJNA36543	SAMN02470827	ACXO00000000.1	na	637388	562	Escherichia coli O157:H7 str. FRIK2000	strain=FRIK2000		latest	Contig	Major	Full	2009/08/20	ASM17575v1	Medical Biofilm Research Institute	GCF_000175755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/755/GCA_000175755.1_ASM17575v1	
GCA_000176535.2	PRJNA39033	SAMN02595366	ADAU00000000.1	na	656414	562	Escherichia coli H736	strain=H736		latest	Scaffold	Major	Full	2011/04/29	ASM17653v2	Broad Institute	GCF_000176535.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/535/GCA_000176535.2_ASM17653v2	
GCA_000176555.2	PRJNA39039	SAMN02595367	ADAV00000000.1	na	656417	562	Escherichia coli M605	strain=M605		latest	Scaffold	Major	Full	2011/04/29	ASM17655v2	Broad Institute	GCF_000176555.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/555/GCA_000176555.2_ASM17655v2	
GCA_000176575.2	PRJNA39043	SAMN02595368	ADAW00000000.1	na	656419	562	Escherichia coli M718	strain=M718		latest	Scaffold	Major	Full	2011/04/29	ASM17657v2	Broad Institute	GCF_000176575.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/575/GCA_000176575.2_ASM17657v2	
GCA_000176595.2	PRJNA39085	SAMN02595369	ADAX00000000.1	na	656440	562	Escherichia coli TA206	strain=TA206		latest	Scaffold	Major	Full	2011/04/29	ASM17659v2	Broad Institute	GCF_000176595.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/595/GCA_000176595.2_ASM17659v2	
GCA_000176615.2	PRJNA39079	SAMN02595370	ADAY00000000.1	na	656437	562	Escherichia coli TA143	strain=TA143		latest	Scaffold	Major	Full	2011/04/29	ASM17661v2	Broad Institute	GCF_000176615.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/615/GCA_000176615.2_ASM17661v2	
GCA_000176635.2	PRJNA39091	SAMN02595371	ADAZ00000000.1	na	656443	562	Escherichia coli TA271	strain=TA271		latest	Scaffold	Major	Full	2011/04/29	ASM17663v2	Broad Institute	GCF_000176635.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/635/GCA_000176635.2_ASM17663v2	
GCA_000176655.2	PRJNA39093	SAMN02595372	ADBA00000000.1	na	656444	562	Escherichia coli TA280	strain=TA280		latest	Scaffold	Major	Full	2011/04/29	ASM17665v2	Broad Institute	GCF_000176655.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/655/GCA_000176655.2_ASM17665v2	many frameshifted proteins
GCA_000176675.2	PRJNA39021	SAMN02595373	ADBB00000000.1	na	656408	562	Escherichia coli H591	strain=H591		latest	Scaffold	Major	Full	2011/04/29	ASM17667v2	Broad Institute	GCF_000176675.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/675/GCA_000176675.2_ASM17667v2	
GCA_000176695.2	PRJNA38991	SAMN02595374	ADBC00000000.1	na	656393	562	Escherichia coli H299	strain=H299		latest	Scaffold	Major	Full	2011/04/29	ASM17669v2	Broad Institute	GCF_000176695.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/695/GCA_000176695.2_ASM17669v2	
GCA_000176815.1	PRJNA41499	SAMN02471599	ADBT00000000.1	na	637912	562	Escherichia coli OP50	strain=OP50		latest	Contig	Major	Full	2009/11/19	ASM17681v1	School of Biosciences, University of Birmingham	GCF_000176815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/815/GCA_000176815.1_ASM17681v1	high contig L50 ; low contig N50
GCA_000178315.1	PRJNA42809	SAMN02470601	ADMX00000000.1	na	702430	562	Escherichia coli O157:H7 str. EC4009	strain=EC4009		latest	Contig	Major	Full	2010/05/10	ASM17831v1	National Bioforensic Analysis Center	GCF_000178315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/315/GCA_000178315.1_ASM17831v1	
GCA_000178695.1	PRJNA42811	SAMN02470602	ADUX00000000.1	na	702431	562	Escherichia coli O157:H7 str. EC4192	strain=EC4192		latest	Contig	Major	Full	2010/05/11	ASM17869v1	National Bioforensic Analysis Center	GCF_000178695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/695/GCA_000178695.1_ASM17869v1	
GCA_000178715.1	PRJNA42813	SAMN02470600	ADUY00000000.1	na	702432	562	Escherichia coli O157:H7 str. EC4084	strain=EC4084		latest	Contig	Major	Full	2010/05/11	ASM17871v1	National Bioforensic Analysis Center	GCF_000178715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/715/GCA_000178715.1_ASM17871v1	many frameshifted proteins
GCA_000178735.1	PRJNA42815	SAMN02470605	ADUZ00000000.1	na	702433	562	Escherichia coli O157:H7 str. EC4127	strain=EC4127		latest	Contig	Major	Full	2010/05/11	ASM17873v1	National Bioforensic Analysis Center	GCF_000178735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/735/GCA_000178735.1_ASM17873v1	
GCA_000178755.1	PRJNA42817	SAMN02470604	ADVA00000000.1	na	702434	562	Escherichia coli O157:H7 str. EC4191	strain=EC4191		latest	Contig	Major	Full	2010/05/10	ASM17875v1	National Bioforensic Analysis Center	GCF_000178755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/755/GCA_000178755.1_ASM17875v1	
GCA_000178775.1	PRJNA42819	SAMN02470603	ADVB00000000.1	na	702435	562	Escherichia coli O157:H7 str. EC4205	strain=EC4205		latest	Contig	Major	Full	2010/05/11	ASM17877v1	National Bioforensic Analysis Center	GCF_000178775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/775/GCA_000178775.1_ASM17877v1	many frameshifted proteins
GCA_000178795.1	PRJNA42821	SAMN02470599	ADVC00000000.1	na	702436	562	Escherichia coli O157:H7 str. EC536	strain=EC536		latest	Contig	Major	Full	2010/05/11	ASM17879v1	National Bioforensic Analysis Center	GCF_000178795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/795/GCA_000178795.1_ASM17879v1	
GCA_000179075.1	PRJNA40699	SAMN00189188	ADWQ00000000.1	na	679202	562	Escherichia coli MS 85-1	strain=MS 85-1		latest	Contig	Major	Full	2010/06/30	ASM17907v1	WUGSC	GCF_000179075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/075/GCA_000179075.1_ASM17907v1	
GCA_000179095.1	PRJNA40701	SAMN00189186	ADWR00000000.1	na	796392	562	Escherichia coli MS 79-10	strain=MS 79-10		latest	Contig	Major	Full	2010/06/30	ASM17909v1	WUGSC	GCF_000179095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/095/GCA_000179095.1_ASM17909v1	
GCA_000179115.1	PRJNA40703	SAMN00189169	ADWS00000000.1	na	679204	562	Escherichia coli MS 145-7	strain=MS 145-7		latest	Contig	Major	Full	2010/06/30	ASM17911v1	WUGSC	GCF_000179115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/115/GCA_000179115.1_ASM17911v1	
GCA_000179135.1	PRJNA40707	SAMN00189168	ADWT00000000.1	na	679205	562	Escherichia coli MS 124-1	strain=MS 124-1		latest	Contig	Major	Full	2010/06/30	ASM17913v1	WUGSC	GCF_000179135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/135/GCA_000179135.1_ASM17913v1	
GCA_000179155.1	PRJNA40709	SAMN00189167	ADWU00000000.1	na	679206	562	Escherichia coli MS 119-7	strain=MS 119-7		latest	Contig	Major	Full	2010/06/30	ASM17915v1	WUGSC	GCF_000179155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/155/GCA_000179155.1_ASM17915v1	
GCA_000179175.1	PRJNA40713	SAMN00189162	ADWV00000000.1	na	679207	562	Escherichia coli MS 107-1	strain=MS 107-1		latest	Contig	Major	Full	2010/06/30	ASM17917v1	WUGSC	GCF_000179175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/175/GCA_000179175.1_ASM17917v1	
GCA_000179795.1	PRJNA47121	SAMN02428923	AEFA00000000.1	na	753642	562	Escherichia coli NC101	strain=NC101		latest	Contig	Major	Full	2010/09/02	ASM17979v1	Cornell University	GCF_000179795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/795/GCA_000179795.1_ASM17979v1	
GCA_000181735.1	PRJNA27735	SAMN02436318	ABHK00000000.2	na	444447	562	Escherichia coli O157:H7 str. EC4206	strain=EC4206		latest	Scaffold	Major	Full	2008/10/06	ASM18173v1	J. Craig Venter Institute	GCF_000181735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/735/GCA_000181735.1_ASM18173v1	
GCA_000181755.1	PRJNA27733	SAMN02436319	ABHL00000000.2	na	444448	562	Escherichia coli O157:H7 str. EC4045	strain=EC4045		latest	Scaffold	Major	Full	2008/10/06	ASM18175v1	J. Craig Venter Institute	GCF_000181755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/755/GCA_000181755.1_ASM18175v1	
GCA_000181775.1	PRJNA27737	SAMN02436173	ABHM00000000.2	na	444449	562	Escherichia coli O157:H7 str. EC4042	strain=EC4042		latest	Scaffold	Major	Full	2008/10/06	ASM18177v1	J. Craig Venter Institute	GCF_000181775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/775/GCA_000181775.1_ASM18177v1	
GCA_000183005.2	PRJNA40275	SAMN00792453	ADUL00000000.1	na	670897	562	Escherichia coli 2362-75	strain=2362-75		latest	Contig	Major	Full	2010/11/22	ASM18300v1	Institute for Genome Sciences	GCF_000183005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/005/GCA_000183005.2_ASM18300v1	
GCA_000183345.1	PRJNA41221	SAMN02603727		reference genome	685038	562	Escherichia coli O83:H1 str. NRG 857C	strain=NRG 857C		latest	Complete Genome	Major	Full	2010/11/30	ASM18334v1	Public Health Agency of Canada Laboratory for Foodborne Zoonoses	GCF_000183345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/345/GCA_000183345.1_ASM18334v1	
GCA_000184185.1	PRJNA48011	SAMN02602978		na	566546	562	Escherichia coli W	strain=W		latest	Complete Genome	Major	Full	2010/12/14	ASM18418v1	AIBN/KRIBB	GCF_000184185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/185/GCA_000184185.1_ASM18418v1	
GCA_000184765.2	PRJNA40265	SAMN00792450	ADUM00000000.1	na	670892	562	Escherichia coli 3431	strain=3431		latest	Contig	Major	Full	2010/12/29	ASM18476v2	Institute for Genome Sciences	GCF_000184765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/765/GCA_000184765.2_ASM18476v2	
GCA_000187285.4	PRJNA60057	SAMN02952912	AETX00000000.1	na	926026	562	Escherichia coli O157:H7 str. G5101	strain=G5101		latest	Contig	Major	Full	2012/03/15	ASM18728v4	FDA	GCF_000187285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/285/GCA_000187285.4_ASM18728v4	
GCA_000187305.2	PRJNA60059	SAMN02952913	AETY00000000.1	na	926027	562	Escherichia coli O157:H- str. 493-89	strain=493-89		latest	Contig	Major	Full	2011/01/31	ASM18730v2	FDA	GCF_000187305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/305/GCA_000187305.2_ASM18730v2	
GCA_000187325.2	PRJNA60061	SAMN02952914	AETZ00000000.1	na	926028	562	Escherichia coli O157:H- str. H 2687	strain=H 2687		latest	Contig	Major	Full	2011/01/31	ASM18732v2	FDA	GCF_000187325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/325/GCA_000187325.2_ASM18732v2	
GCA_000187345.2	PRJNA60063	SAMN02952915	AEUA00000000.1	na	926029	562	Escherichia coli O55:H7 str. 3256-97	strain=3256-97 TW 07815		latest	Contig	Major	Full	2011/01/31	ASM18734v2	FDA	GCF_000187345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/345/GCA_000187345.2_ASM18734v2	
GCA_000187365.2	PRJNA60065	SAMN02952916	AEUB00000000.1	na	926030	562	Escherichia coli O55:H7 str. USDA 5905	strain=USDA 5905		latest	Contig	Major	Full	2011/01/31	ASM18736v2	FDA	GCF_000187365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/365/GCA_000187365.2_ASM18736v2	
GCA_000187385.2	PRJNA60067	SAMN02952917	AEUC00000000.1	na	926032	562	Escherichia coli O157:H7 str. LSU-61	strain=LSU-61		latest	Contig	Major	Full	2011/01/31	ASM18738v2	FDA	GCF_000187385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/385/GCA_000187385.2_ASM18738v2	
GCA_000188755.2	PRJNA40267	SAMN00792451	ADUN00000000.1	na	670893	562	Escherichia coli EPECa14	strain=EPECa14		latest	Contig	Major	Full	2011/02/10	ASM18875v2	Institute for Genome Sciences	GCF_000188755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/755/GCA_000188755.2_ASM18875v2	
GCA_000188775.2	PRJNA40269	SAMN00792452	ADUO00000000.1	na	670894	562	Escherichia coli E128010	strain=E128010		latest	Contig	Major	Full	2011/02/10	ASM18877v2	Institute for Genome Sciences	GCF_000188775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/775/GCA_000188775.2_ASM18877v2	
GCA_000188815.2	PRJNA40261	SAMN00792443	ADUP00000000.1	na	670890	562	Escherichia coli LT-68	strain=LT-68		latest	Contig	Major	Full	2011/02/10	ASM18881v2	Institute for Genome Sciences	GCF_000188815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/815/GCA_000188815.2_ASM18881v2	many frameshifted proteins
GCA_000188835.2	PRJNA40289	SAMN00792455	ADUQ00000000.1	na	670904	562	Escherichia coli OK1180	strain=OK1180		latest	Contig	Major	Full	2011/02/10	ASM18883v2	Institute for Genome Sciences	GCF_000188835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/835/GCA_000188835.2_ASM18883v2	
GCA_000188855.2	PRJNA40291	SAMN00792456	ADUR00000000.1	na	670905	562	Escherichia coli OK1357	strain=OK1357		latest	Contig	Major	Full	2011/02/10	ASM18885v2	Institute for Genome Sciences	GCF_000188855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/855/GCA_000188855.2_ASM18885v2	
GCA_000188875.2	PRJNA40279	SAMN00792454	ADUS00000000.1	na	670899	562	Escherichia coli RN587/1	strain=RN587/1		latest	Contig	Major	Full	2011/02/10	ASM18887v2	Institute for Genome Sciences	GCF_000188875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/875/GCA_000188875.2_ASM18887v2	
GCA_000190795.1	PRJNA38941	SAMN02595400	AEHS00000000.1	na	656372	562	Escherichia coli E1167	strain=E1167		latest	Scaffold	Major	Full	2011/03/03	ASM19079v1	Broad Institute	GCF_000190795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/795/GCA_000190795.1_ASM19079v1	
GCA_000190815.1	PRJNA38945	SAMN02595401	AEHT00000000.1	na	656374	562	Escherichia coli E1520	strain=E1520		latest	Scaffold	Major	Full	2011/03/03	ASM19081v1	Broad Institute	GCF_000190815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/815/GCA_000190815.1_ASM19081v1	
GCA_000190835.1	PRJNA38949	SAMN02595402	AEHU00000000.1	na	550687	562	Escherichia coli E482	strain=E482		latest	Scaffold	Major	Full	2011/03/03	ASM19083v1	Broad Institute	GCF_000190835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/835/GCA_000190835.1_ASM19083v1	
GCA_000190855.1	PRJNA38971	SAMN02595403	AEHV00000000.1	na	656383	562	Escherichia coli H120	strain=H120		latest	Scaffold	Major	Full	2011/03/03	ASM19085v1	Broad Institute	GCF_000190855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/855/GCA_000190855.1_ASM19085v1	
GCA_000190895.1	PRJNA38981	SAMN02595398	AEFI00000000.1	na	656388	562	Escherichia coli H252	strain=H252		latest	Scaffold	Major	Full	2011/03/03	ASM19089v1	Broad Institute	GCF_000190895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/895/GCA_000190895.1_ASM19089v1	
GCA_000190915.1	PRJNA38985	SAMN02595399	AEFJ00000000.1	na	656390	562	Escherichia coli H263	strain=H263		latest	Scaffold	Major	Full	2011/03/03	ASM19091v1	Broad Institute	GCF_000190915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/915/GCA_000190915.1_ASM19091v1	
GCA_000190955.1	PRJNA39045	SAMN02595407	AEHZ00000000.1	na	656420	562	Escherichia coli M863	strain=M863		latest	Scaffold	Major	Full	2011/03/03	ASM19095v1	Broad Institute	GCF_000190955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/955/GCA_000190955.1_ASM19095v1	
GCA_000190975.1	PRJNA39063	SAMN02595406	AEHY00000000.1	na	656429	562	Escherichia coli TA007	strain=TA007		latest	Scaffold	Major	Full	2011/03/03	ASM19097v1	Broad Institute	GCF_000190975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/975/GCA_000190975.1_ASM19097v1	many frameshifted proteins
GCA_000190995.1	PRJNA39103	SAMN02595404	AEHW00000000.1	na	656449	562	Escherichia coli TW10509	strain=TW10509		latest	Scaffold	Major	Full	2011/03/03	ASM19099v1	Broad Institute	GCF_000190995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/995/GCA_000190995.1_ASM19099v1	
GCA_000191015.1	PRJNA39013	SAMN02595405	AEHX00000000.1	na	656404	562	Escherichia coli H489	strain=H489		latest	Scaffold	Major	Full	2011/03/03	ASM19101v1	Broad Institute	GCF_000191015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/015/GCA_000191015.1_ASM19101v1	
GCA_000192665.2	PRJEA61463	SAMN02472077	AERP00000000.1	na	997824	562	Escherichia coli O157:H7 str. 1044	strain=1044	A	latest	Contig	Major	Full	2011/03/16	ASM19266v2	Virginia Bioinformatics Institute	GCF_000192665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/665/GCA_000192665.2_ASM19266v2	
GCA_000192685.2	PRJNA61473	SAMN02472080	AERR00000000.1	na	997825	562	Escherichia coli O157:H7 str. 1125	strain=1125	A	latest	Contig	Major	Full	2011/03/16	ASM19268v2	Virginia Bioinformatics Institute	GCF_000192685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/685/GCA_000192685.2_ASM19268v2	
GCA_000193955.2	PRJEA61465	SAMN02472078	AERQ00000000.1	na	941435	562	Escherichia coli O157:H7 str. EC1212	strain=EC1212	A	latest	Contig	Major	Full	2011/01/27	ASM19395v2	Virginia Bioinformatics Institute	GCF_000193955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/955/GCA_000193955.2_ASM19395v2	
